id;produit;nom;siret;adresse;tel;fax;contact_nom;contact_mail;reconnaissance;prez;motscles
11583;Alsace grand cru Kitterlé sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B023D10;
11584;Alsace grand cru Kitterlé sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B023D13;
11585;Alsace grand cru Kitterlé sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B023D14;
11586;Alsace grand cru Kitterlé vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B023D21;
11587;Alsace grand cru Kitterlé vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B023D22;
11588;Alsace grand cru Kitterlé vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B023D20;
11589;Alsace grand cru Kitterlé vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B023D23;
11590;Alsace grand cru Kitterlé vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B023D24;
11591;Alsace grand cru Mambourg Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B024S 1;
11592;Alsace grand cru Mambourg Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B024S 2;
11593;Alsace grand cru Mambourg Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B024S00;
11594;Alsace grand cru Mambourg Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B024S 3;
11595;Alsace grand cru Mambourg Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B024S 4;
11596;Alsace grand cru Mambourg sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B024D11;
11597;Alsace grand cru Mambourg sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B024D12;
11598;Alsace grand cru Mambourg sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B024D10;
11599;Alsace grand cru Mambourg sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B024D13;
11600;Alsace grand cru Mambourg sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B024D14;
11601;Alsace grand cru Mambourg vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B024D21;
11602;Alsace grand cru Mambourg vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B024D22;
11603;Alsace grand cru Mambourg vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B024D20;
11604;Alsace grand cru Mambourg vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B024D23;
11605;Alsace grand cru Mambourg vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B024D24;
11606;Alsace grand cru Mandelberg Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B025S 1;
11607;Alsace grand cru Mandelberg sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B025D12;
11608;Alsace grand cru Mandelberg Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B025D00;
11609;Alsace grand cru Mandelberg Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B025S 3;
11610;Alsace grand cru Mandelberg Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B025S 4;
11611;Alsace grand cru Mandelberg sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B025D11;
11612;Alsace grand cru Mandelberg vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B025D22;
11613;Alsace grand cru Mandelberg sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B025D10;
11614;Alsace grand cru Mandelberg sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B025D13;
11615;Alsace grand cru Mandelberg sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B025D14;
11616;Alsace grand cru Mandelberg vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B025D21;
11617;Alsace grand cru Mandelberg vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B025D20;
11618;Alsace grand cru Mandelberg vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B025D23;
11619;Alsace grand cru Mandelberg vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B025D24;
11620;Alsace grand cru Marckrain Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B026S 1;
11621;Alsace grand cru Marckrain Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B026S 2;
11622;Alsace grand cru Marckrain Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B026S00;
11623;Alsace grand cru Marckrain Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B026S 3;
11624;Alsace grand cru Marckrain sélection de grains nobles Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B026D11;
11625;Alsace grand cru Marckrain sélection de grains nobles Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B026D12;
11626;Alsace grand cru Marckrain sélection de grains nobles Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B026D10;
11627;Alsace grand cru Marckrain sélection de grains nobles Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B026D13;
11628;Alsace grand cru Marckrain sélection de grains nobles Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de sélection de grains nobles - Blanc - Doux - Grand cru - 1B026D14;
11629;Alsace grand cru Marckrain Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin tranquille - Blanc - Sec (usage) - Grand cru - 1B026S 4;
11630;Alsace grand cru Marckrain vendanges tardives Gewurztraminer;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B026D21;
11631;Alsace grand cru Marckrain vendanges tardives Muscat;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B026D22;
11632;Alsace grand cru Marckrain vendanges tardives Muscat Ottonel;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B026D20;
11633;Alsace grand cru Marckrain vendanges tardives Pinot gris;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B026D23;
11634;Alsace grand cru Marckrain vendanges tardives Riesling;Association des Viticulteurs d'Alsace;77890459900033;Maison des vins d'Alsace 12, avenue de la Foire aux Vins BP 91225 68012 COLMAR CEDEX;03 89 20 16 50;03 89 20 16 60;Frédéric BACH;f.bach@ava-aoc.fr;CNV2007/117 du 19 juillet 2007;Monsieur Gilles EHRHART;Vins - Vin de vendanges tardives - Blanc - Doux - Grand cru - 1B026D24;
